customer_id,registration_date,age,gender,location,customer_segment,churned
CUST01478,2025-01-12 16:57:17.982798,20,F,South,Standard,0
CUST01479,2024-08-18 16:57:17.982803,41,M,South,Basic,0
CUST01480,2023-05-18 16:57:17.982806,20,F,East,Premium,0
CUST01481,2024-04-25 16:57:17.982810,46,M,East,Premium,0
CUST01482,2025-04-16 16:57:17.982814,43,F,South,Standard,1
CUST01483,2024-06-18 16:57:17.982818,27,M,East,Basic,0
CUST01484,2023-05-20 16:57:17.982823,36,F,East,Basic,0
CUST01485,2023-06-29 16:57:17.982827,27,F,East,Basic,0
CUST01486,2025-01-16 16:57:17.982831,64,F,North,Premium,0
CUST01487,2023-06-17 16:57:17.982834,53,M,East,Premium,0
CUST01488,2024-03-26 16:57:17.982838,57,M,West,Standard,0
CUST01489,2025-02-06 16:57:17.982841,38,M,South,Basic,0
CUST01490,2023-11-19 16:57:17.982845,32,F,South,Premium,0
CUST01491,2025-02-15 16:57:17.982849,52,F,North,Basic,0
CUST01492,2024-04-03 16:57:17.982853,30,F,East,Basic,0
CUST01493,2023-08-31 16:57:17.982857,50,M,East,Standard,0
CUST01494,2024-12-11 16:57:17.982861,63,F,East,Standard,0
CUST01495,2024-04-25 16:57:17.982864,18,F,East,Standard,1
CUST01496,2024-06-30 16:57:17.982868,46,M,South,Basic,0
CUST01497,2024-02-12 16:57:17.982872,65,F,West,Standard,0
CUST01498,2024-11-25 16:57:17.982876,69,F,West,Premium,0
CUST01499,2023-09-18 16:57:17.982881,56,M,South,Premium,0
CUST01500,2024-07-05 16:57:17.982885,48,F,North,Basic,0
CUST01501,2024-04-22 16:57:17.982889,23,M,West,Basic,0
CUST01502,2024-08-05 16:57:17.982894,44,M,West,Basic,0
CUST01503,2023-10-08 16:57:17.982900,66,M,South,Premium,0
CUST01504,2024-04-16 16:57:17.982906,36,F,North,Standard,0
CUST01505,2023-09-20 16:57:17.982913,37,F,West,Premium,1
CUST01506,2025-04-14 16:57:17.982920,68,M,South,Standard,0
CUST01507,2024-07-08 16:57:17.982928,58,F,North,Basic,0
CUST01508,2023-06-30 16:57:17.982934,36,F,South,Standard,1
CUST01509,2023-06-07 16:57:17.982940,59,M,North,Premium,0
CUST01510,2024-08-01 16:57:17.982948,49,M,East,Basic,0
CUST01511,2024-01-05 16:57:17.982954,54,F,East,Basic,1
CUST01512,2023-06-09 16:57:17.982966,48,M,East,Basic,0
CUST01513,2023-09-30 16:57:17.982973,19,F,South,Basic,0
CUST01514,2025-03-13 16:57:17.982980,27,F,West,Basic,0
CUST01515,2024-12-24 16:57:17.982987,40,M,North,Standard,0
CUST01516,2024-05-07 16:57:17.982993,44,F,North,Standard,0
CUST01517,2024-07-17 16:57:17.982999,51,M,South,Basic,0
CUST01518,2024-11-05 16:57:17.983006,66,M,South,Basic,1
CUST01519,2024-06-15 16:57:17.983012,38,F,East,Basic,0
CUST01520,2023-05-28 16:57:17.983019,62,F,North,Basic,0
CUST01521,2023-09-26 16:57:17.983025,40,M,North,Premium,1
CUST01522,2023-11-28 16:57:17.983031,36,F,West,Standard,0
CUST01523,2024-05-28 16:57:17.983037,28,M,South,Premium,0
CUST01524,2023-12-13 16:57:17.983043,32,M,North,Standard,0
CUST01525,2024-01-26 16:57:17.983050,22,M,South,Premium,0
CUST01526,2024-01-06 16:57:17.983056,40,F,East,Premium,1
CUST01527,2024-02-14 16:57:17.983061,56,F,South,Basic,0
CUST01528,2024-07-04 16:57:17.983065,19,M,South,Premium,0
CUST01529,2023-06-01 16:57:17.983069,27,M,East,Premium,0
CUST01530,2024-10-09 16:57:17.983072,26,M,West,Basic,0
CUST01531,2025-01-17 16:57:17.983080,22,M,West,Standard,0
CUST01532,2025-03-29 16:57:17.983084,30,M,North,Basic,0
CUST01533,2023-12-03 16:57:17.983087,55,M,West,Premium,0
CUST01534,2024-08-25 16:57:17.983091,20,M,East,Basic,0
CUST01535,2025-05-01 16:57:17.983095,66,M,North,Basic,1
CUST01536,2024-10-13 16:57:17.983098,55,M,South,Basic,0
CUST01537,2024-05-17 16:57:17.983101,19,M,South,Basic,1
CUST01538,2024-07-31 16:57:17.983105,55,F,East,Premium,0
CUST01539,2023-12-16 16:57:17.983109,67,M,North,Premium,0
CUST01540,2023-09-27 16:57:17.983113,66,M,South,Basic,0
CUST01541,2024-10-27 16:57:17.983117,36,M,North,Basic,0
CUST01542,2025-01-30 16:57:17.983120,31,F,East,Basic,0
CUST01543,2023-09-16 16:57:17.983124,29,F,North,Premium,0
CUST01544,2024-05-13 16:57:17.983128,42,F,South,Basic,0
CUST01545,2024-09-20 16:57:17.983132,44,M,East,Premium,0
CUST01546,2024-01-20 16:57:17.983135,25,M,West,Standard,0
CUST01547,2023-05-21 16:57:17.983139,36,M,North,Standard,0
CUST01548,2023-12-23 16:57:17.983142,25,F,East,Standard,0
CUST01549,2023-09-05 16:57:17.983146,65,F,West,Premium,0
CUST01550,2023-10-22 16:57:17.983150,44,F,West,Premium,0
CUST01551,2025-03-01 16:57:17.983157,69,F,East,Premium,0
CUST01552,2025-04-28 16:57:17.983163,61,F,North,Standard,0
CUST01553,2024-02-18 16:57:17.983169,51,M,North,Premium,0
CUST01554,2024-04-02 16:57:17.983175,43,M,South,Premium,0
CUST01555,2024-05-04 16:57:17.983182,30,F,South,Basic,0
CUST01556,2024-03-24 16:57:17.983188,25,M,West,Basic,0
CUST01557,2023-12-17 16:57:17.983194,35,F,West,Standard,0
CUST01558,2024-01-10 16:57:17.983201,60,F,West,Basic,0
CUST01559,2024-07-30 16:57:17.983207,27,F,North,Premium,0
CUST01560,2024-08-28 16:57:17.983212,49,F,South,Basic,0
CUST01561,2024-12-25 16:57:17.983218,19,M,North,Premium,0
CUST01562,2023-12-18 16:57:17.983224,61,M,South,Standard,0
CUST01563,2023-08-31 16:57:17.983233,61,F,South,Standard,0
CUST01564,2023-08-14 16:57:17.983240,57,M,North,Basic,0
CUST01565,2023-11-26 16:57:17.983245,67,F,West,Premium,0
CUST01566,2024-07-15 16:57:17.983251,60,F,West,Basic,1
CUST01567,2024-08-17 16:57:17.983257,52,F,North,Premium,0
CUST01568,2024-02-26 16:57:17.983263,25,F,West,Standard,0
CUST01569,2024-04-21 16:57:17.983270,46,F,North,Premium,0
CUST01570,2024-11-11 16:57:17.983274,53,F,South,Standard,0
CUST01571,2024-02-25 16:57:17.983278,26,F,West,Standard,0
CUST01572,2025-01-19 16:57:17.983282,54,F,West,Standard,0
CUST01573,2023-10-14 16:57:17.983286,28,M,West,Standard,0
CUST01574,2023-12-22 16:57:17.983289,55,F,East,Standard,0
CUST01575,2024-06-17 16:57:17.983293,21,M,North,Premium,1
CUST01576,2024-05-01 16:57:17.983297,40,M,East,Standard,0
CUST01577,2025-02-01 16:57:17.983301,45,F,East,Standard,1
CUST01578,2024-05-17 16:57:17.983305,21,M,South,Premium,0
CUST01579,2023-07-18 16:57:17.983308,37,M,North,Standard,0
CUST01580,2025-01-14 16:57:17.983312,39,M,North,Basic,0
CUST01581,2024-06-12 16:57:17.983316,20,F,West,Basic,0
CUST01582,2023-12-01 16:57:17.983319,44,F,North,Basic,0
CUST01583,2024-01-17 16:57:17.983323,55,M,East,Standard,0
CUST01584,2023-10-05 16:57:17.983329,42,F,North,Standard,0
CUST01585,2025-01-29 16:57:17.983334,62,M,East,Standard,0
CUST01586,2023-12-14 16:57:17.983376,69,F,South,Basic,0
CUST01587,2024-07-09 16:57:17.983386,41,F,South,Standard,0
CUST01588,2023-07-31 16:57:17.983392,68,M,South,Standard,1
CUST01589,2024-08-13 16:57:17.983398,21,F,West,Premium,0
CUST01590,2023-08-11 16:57:17.983407,65,M,North,Basic,0
CUST01591,2024-06-01 16:57:17.983414,35,M,West,Standard,0
CUST01592,2024-10-09 16:57:17.983419,40,M,East,Basic,0
CUST01593,2024-07-08 16:57:17.983422,45,F,South,Standard,0
CUST01594,2024-03-26 16:57:17.983426,34,F,South,Premium,0
CUST01595,2023-08-08 16:57:17.983432,63,M,West,Premium,0
CUST01596,2023-07-05 16:57:17.983436,70,F,East,Basic,0
CUST01597,2023-11-13 16:57:17.983439,69,F,North,Basic,0
CUST01598,2024-10-18 16:57:17.983444,41,F,South,Premium,0
CUST01599,2024-12-08 16:57:17.983448,65,F,West,Standard,0
CUST01600,2024-06-19 16:57:17.983451,22,M,West,Standard,0
CUST01601,2024-07-22 16:57:17.983455,59,M,East,Basic,0
CUST01602,2023-09-04 16:57:17.983459,33,F,South,Premium,0
CUST01603,2024-12-09 16:57:17.983462,30,M,South,Standard,0
CUST01604,2024-01-22 16:57:17.983466,49,F,West,Basic,0
CUST01605,2025-04-04 16:57:17.983470,30,M,East,Premium,0
CUST01606,2025-04-12 16:57:17.983473,34,F,South,Basic,0
CUST01607,2025-03-29 16:57:17.983477,64,F,North,Premium,0
CUST01608,2025-02-15 16:57:17.983481,38,F,North,Standard,0
CUST01609,2024-05-04 16:57:17.983487,60,M,West,Basic,0
CUST01610,2024-12-19 16:57:17.983493,33,M,North,Basic,0
CUST01611,2023-07-01 16:57:17.983499,55,F,West,Premium,0
CUST01612,2024-09-10 16:57:17.983506,56,M,East,Standard,0
CUST01613,2023-09-21 16:57:17.983512,65,F,South,Standard,0
CUST01614,2024-09-30 16:57:17.983519,27,M,South,Premium,0
CUST01615,2024-08-03 16:57:17.983524,46,F,East,Basic,0
CUST01616,2025-03-15 16:57:17.983530,49,F,North,Standard,0
CUST01617,2023-10-31 16:57:17.983537,45,F,South,Standard,0
CUST01618,2024-12-14 16:57:17.983543,41,F,East,Standard,0
CUST01619,2025-04-20 16:57:17.983549,59,M,North,Basic,1
CUST01620,2023-06-24 16:57:17.983555,33,F,West,Standard,0
CUST01621,2023-07-27 16:57:17.983573,62,F,North,Basic,0
CUST01622,2024-09-11 16:57:17.983581,46,F,North,Standard,1
CUST01623,2024-08-23 16:57:17.983588,37,M,South,Standard,0
CUST01624,2024-10-08 16:57:17.983595,28,F,East,Basic,0
CUST01625,2024-03-21 16:57:17.983600,68,M,East,Premium,0
CUST01626,2023-12-25 16:57:17.983604,48,F,East,Basic,1
CUST01627,2024-03-05 16:57:17.983610,70,M,South,Basic,0
CUST01628,2024-08-17 16:57:17.983613,50,M,East,Standard,0
CUST01629,2023-09-03 16:57:17.983618,64,F,West,Basic,0
CUST01630,2025-04-13 16:57:17.983622,66,M,South,Basic,1
CUST01631,2024-02-12 16:57:17.983626,68,M,North,Standard,0
CUST01632,2024-10-19 16:57:17.983629,58,F,East,Basic,0
CUST01633,2025-02-16 16:57:17.983633,25,M,South,Basic,0
CUST01634,2023-05-12 16:57:17.983637,67,M,West,Standard,1
CUST01635,2024-02-04 16:57:17.983641,48,M,East,Premium,0
CUST01636,2023-06-08 16:57:17.983644,55,F,East,Premium,0
CUST01637,2025-02-14 16:57:17.983648,44,F,South,Standard,0
CUST01638,2024-04-20 16:57:17.983652,54,M,North,Premium,0
CUST01639,2023-10-18 16:57:17.983656,59,M,North,Standard,1
CUST01640,2024-10-20 16:57:17.983659,34,M,North,Standard,0
CUST01641,2023-08-18 16:57:17.983664,45,F,South,Premium,0
CUST01642,2024-04-30 16:57:17.983670,28,M,North,Basic,0
CUST01643,2023-11-20 16:57:17.983676,45,F,West,Premium,0
CUST01644,2024-09-24 16:57:17.983682,63,M,South,Standard,0
CUST01645,2024-07-21 16:57:17.983689,65,F,West,Premium,0
CUST01646,2024-02-25 16:57:17.983694,31,M,East,Basic,0
CUST01647,2023-06-18 16:57:17.983701,30,F,South,Standard,0
CUST01648,2024-12-13 16:57:17.983710,19,F,East,Premium,0
CUST01649,2023-08-18 16:57:17.983716,46,M,East,Basic,0
CUST01650,2023-06-11 16:57:17.983722,59,F,North,Premium,0
CUST01651,2024-01-17 16:57:17.983727,26,F,West,Basic,1
CUST01652,2024-10-06 16:57:17.983732,63,F,West,Basic,0
CUST01653,2023-09-08 16:57:17.983735,34,M,North,Basic,0
CUST01654,2025-03-12 16:57:17.983741,21,F,South,Standard,0
CUST01655,2024-05-14 16:57:17.983744,56,M,North,Standard,0
CUST01656,2023-12-12 16:57:17.983748,57,F,East,Standard,0
CUST01657,2023-06-24 16:57:17.983753,41,M,North,Basic,0
CUST01658,2024-11-09 16:57:17.983757,34,M,West,Standard,0
CUST01659,2024-01-18 16:57:17.983762,26,M,East,Basic,0
CUST01660,2023-11-15 16:57:17.983765,45,M,East,Premium,0
CUST01661,2024-06-25 16:57:17.983769,20,M,West,Standard,0
CUST01662,2024-05-07 16:57:17.983773,45,F,East,Basic,0
CUST01663,2024-08-14 16:57:17.983776,51,F,West,Premium,0
CUST01664,2024-06-22 16:57:17.983780,65,F,South,Basic,0
CUST01665,2023-07-08 16:57:17.983784,58,F,North,Premium,0
CUST01666,2024-12-10 16:57:17.983787,21,M,South,Premium,0
CUST01667,2024-01-16 16:57:17.983791,34,M,West,Standard,0
CUST01668,2025-01-13 16:57:17.983796,49,M,West,Standard,0
CUST01669,2023-05-16 16:57:17.983800,53,F,West,Standard,0
CUST01670,2025-01-16 16:57:17.983804,64,M,North,Standard,1
CUST01671,2025-02-05 16:57:17.983807,31,F,South,Premium,0
CUST01672,2023-12-08 16:57:17.983811,70,F,South,Basic,0
CUST01673,2025-05-07 16:57:17.983815,51,M,West,Premium,1
CUST01674,2024-09-01 16:57:17.983818,67,F,North,Standard,0
CUST01675,2025-04-15 16:57:17.983822,36,M,West,Standard,0
CUST01676,2023-09-15 16:57:17.983825,24,F,South,Premium,0
CUST01677,2025-02-17 16:57:17.983829,47,F,West,Basic,0
CUST01678,2024-08-09 16:57:17.983833,56,M,East,Premium,0
CUST01679,2023-07-10 16:57:17.983839,57,F,East,Basic,0
CUST01680,2023-10-07 16:57:17.983845,26,M,North,Basic,0
CUST01681,2024-07-26 16:57:17.983851,38,M,North,Basic,0
CUST01682,2023-09-03 16:57:17.983858,42,M,West,Standard,0
CUST01683,2024-11-10 16:57:17.983864,33,F,North,Premium,0
CUST01684,2024-10-10 16:57:17.983870,28,F,West,Standard,0
CUST01685,2023-07-19 16:57:17.983876,66,M,North,Standard,0
CUST01686,2023-12-26 16:57:17.983882,69,F,East,Basic,0
CUST01687,2023-09-02 16:57:17.983891,26,F,North,Standard,0
CUST01688,2023-12-04 16:57:17.983895,30,F,West,Standard,1
CUST01689,2024-01-10 16:57:17.983899,35,F,North,Standard,0
CUST01690,2024-04-29 16:57:17.983903,57,M,West,Basic,0
CUST01691,2024-03-01 16:57:17.983908,23,M,East,Standard,1
CUST01692,2023-06-19 16:57:17.983912,32,M,West,Basic,0
CUST01693,2023-08-06 16:57:17.983915,59,M,East,Standard,0
CUST01694,2024-02-19 16:57:17.983919,23,F,East,Premium,0
CUST01695,2025-01-01 16:57:17.983922,61,F,South,Basic,0
CUST01696,2024-02-29 16:57:17.983926,36,M,North,Premium,0
CUST01697,2023-12-03 16:57:17.983930,24,F,West,Premium,0
CUST01698,2024-01-22 16:57:17.983933,60,F,East,Standard,0
CUST01699,2023-09-20 16:57:17.983937,23,M,North,Basic,0
CUST01700,2023-07-04 16:57:17.983941,47,M,South,Standard,0
CUST01701,2025-03-26 16:57:17.983944,23,F,East,Standard,0
CUST01702,2023-09-18 16:57:17.983948,64,F,West,Basic,0
CUST01703,2024-08-13 16:57:17.983952,39,M,South,Premium,0
CUST01704,2025-02-20 16:57:17.983956,65,F,North,Standard,0
CUST01705,2023-11-11 16:57:17.983960,19,M,West,Premium,0
CUST01706,2025-04-28 16:57:17.983963,28,F,West,Basic,0
CUST01707,2024-03-23 16:57:17.983968,60,F,East,Basic,1
CUST01708,2023-08-19 16:57:17.983972,41,F,East,Premium,0
CUST01709,2025-01-03 16:57:17.983979,26,M,South,Premium,0
CUST01710,2025-04-25 16:57:17.983994,62,M,North,Premium,0
CUST01711,2024-01-05 16:57:17.984000,59,M,South,Standard,0
CUST01712,2023-08-09 16:57:17.984007,68,M,North,Standard,0
CUST01713,2024-01-23 16:57:17.984013,27,F,West,Premium,0
CUST01714,2025-01-12 16:57:17.984019,28,M,West,Standard,0
CUST01715,2024-01-15 16:57:17.984026,19,F,South,Premium,0
CUST01716,2024-07-14 16:57:17.984032,54,F,North,Standard,0
CUST01717,2025-05-03 16:57:17.984038,24,F,West,Standard,0
CUST01718,2023-09-27 16:57:17.984044,56,F,North,Standard,0
CUST01719,2024-03-28 16:57:17.984050,49,F,South,Basic,0
CUST01720,2025-03-10 16:57:17.984057,51,M,West,Basic,0
CUST01721,2024-06-22 16:57:17.984063,53,M,East,Basic,0
CUST01722,2024-03-10 16:57:17.984071,48,M,West,Basic,0
CUST01723,2023-07-20 16:57:17.984077,40,F,West,Premium,0
CUST01724,2024-11-27 16:57:17.984083,36,M,West,Standard,0
CUST01725,2024-02-18 16:57:17.984089,32,M,East,Basic,0
CUST01726,2023-07-09 16:57:17.984098,47,M,East,Basic,1
CUST01727,2023-05-14 16:57:17.984104,42,F,East,Standard,0
CUST01728,2024-11-27 16:57:17.984111,57,M,East,Basic,0
CUST01729,2025-02-12 16:57:17.984114,60,F,South,Premium,0
CUST01730,2024-10-19 16:57:17.984118,28,F,North,Standard,1
CUST01731,2023-12-23 16:57:17.984122,37,M,South,Basic,0
CUST01732,2025-03-24 16:57:17.984125,19,F,East,Standard,1
CUST01733,2023-06-18 16:57:17.984129,28,M,North,Premium,0
CUST01734,2024-05-31 16:57:17.984132,45,M,South,Premium,0
CUST01735,2023-10-14 16:57:17.984136,32,F,East,Standard,0
CUST01736,2024-05-13 16:57:17.984140,67,M,East,Premium,1
CUST01737,2023-06-05 16:57:17.984144,50,M,North,Standard,0
CUST01738,2024-01-29 16:57:17.984148,66,M,North,Basic,0
CUST01739,2023-08-26 16:57:17.984152,68,M,North,Basic,0
CUST01740,2025-01-24 16:57:17.984158,28,M,South,Standard,1
CUST01741,2024-12-02 16:57:17.984161,64,F,West,Basic,0
CUST01742,2023-12-18 16:57:17.984165,64,M,South,Basic,0
CUST01743,2024-05-04 16:57:17.984169,39,M,North,Premium,0
CUST01744,2024-02-17 16:57:17.984172,44,M,South,Standard,0
CUST01745,2024-05-27 16:57:17.984176,36,M,North,Standard,0
CUST01746,2024-04-25 16:57:17.984182,63,F,East,Basic,0
CUST01747,2023-07-01 16:57:17.984186,33,M,West,Premium,0
CUST01748,2024-12-21 16:57:17.984189,69,F,West,Standard,0
CUST01749,2024-01-28 16:57:17.984193,51,F,North,Standard,0
CUST01750,2024-12-13 16:57:17.984197,67,M,North,Premium,0
CUST01751,2024-05-30 16:57:17.984200,38,F,South,Standard,0
CUST01752,2025-03-10 16:57:17.984204,43,M,South,Basic,0
CUST01753,2025-03-13 16:57:17.984210,58,F,West,Standard,0
CUST01754,2023-06-14 16:57:17.984219,62,F,East,Standard,0
CUST01755,2025-05-03 16:57:17.984226,70,F,South,Basic,0
CUST01756,2024-03-24 16:57:17.984232,46,M,West,Basic,0
CUST01757,2024-05-23 16:57:17.984240,69,F,South,Standard,0
CUST01758,2025-02-14 16:57:17.984246,20,F,West,Basic,0
CUST01759,2025-01-02 16:57:17.984253,51,F,South,Premium,0
CUST01760,2023-12-05 16:57:17.984259,53,F,East,Basic,0
CUST01761,2024-11-29 16:57:17.984265,19,M,East,Premium,0
CUST01762,2024-07-04 16:57:17.984271,64,F,North,Basic,0
CUST01763,2025-03-11 16:57:17.984277,41,F,East,Premium,0
CUST01764,2025-03-24 16:57:17.984283,66,M,West,Standard,0
CUST01765,2023-10-03 16:57:17.984291,65,M,West,Standard,0
CUST01766,2024-09-12 16:57:17.984297,69,M,East,Standard,0
CUST01767,2024-07-24 16:57:17.984304,60,M,West,Basic,0
CUST01768,2024-08-31 16:57:17.984310,24,F,South,Standard,0
CUST01769,2024-02-01 16:57:17.984319,24,M,West,Standard,0
CUST01770,2025-02-17 16:57:17.984327,23,M,West,Premium,0
CUST01771,2024-01-10 16:57:17.984333,31,F,North,Standard,0
CUST01772,2023-06-18 16:57:17.984339,51,F,West,Standard,0
CUST01773,2023-09-21 16:57:17.984345,49,F,West,Basic,0
CUST01774,2023-12-27 16:57:17.984351,64,F,South,Premium,1
CUST01775,2023-12-11 16:57:17.984357,26,F,West,Premium,0
CUST01776,2023-05-21 16:57:17.984363,50,M,South,Standard,0
CUST01777,2024-01-13 16:57:17.984369,20,M,East,Premium,0
CUST01778,2023-09-03 16:57:17.984375,44,M,North,Standard,0
CUST01779,2023-10-04 16:57:17.984381,36,M,South,Premium,0
CUST01780,2024-04-26 16:57:17.984387,37,F,East,Standard,0
CUST01781,2023-12-31 16:57:17.984393,19,M,South,Basic,0
CUST01782,2024-03-06 16:57:17.984399,21,F,East,Premium,0
CUST01783,2024-11-05 16:57:17.984405,70,F,North,Premium,0
CUST01784,2023-10-29 16:57:17.984412,40,M,North,Standard,0
CUST01785,2024-01-05 16:57:17.984421,54,F,West,Standard,0
CUST01786,2024-04-20 16:57:17.984430,48,M,South,Basic,0
CUST01787,2023-07-30 16:57:17.984437,47,F,West,Premium,1
CUST01788,2024-06-12 16:57:17.984443,23,F,West,Premium,0
CUST01789,2024-04-02 16:57:17.984450,39,M,West,Basic,0
CUST01790,2024-07-31 16:57:17.984465,59,M,South,Basic,0
CUST01791,2025-04-16 16:57:17.984474,54,F,North,Basic,0
CUST01792,2023-10-17 16:57:17.984480,23,M,North,Basic,0
CUST01793,2023-11-24 16:57:17.984487,30,F,North,Premium,0
CUST01794,2023-07-07 16:57:17.984494,52,M,North,Standard,0
CUST01795,2024-10-13 16:57:17.984500,33,F,North,Basic,1
CUST01796,2023-08-29 16:57:17.984507,38,F,North,Standard,0
CUST01797,2025-04-18 16:57:17.984513,39,F,South,Standard,0
CUST01798,2025-04-17 16:57:17.984518,51,F,West,Standard,0
CUST01799,2025-02-07 16:57:17.984522,25,M,South,Standard,0
CUST01800,2024-12-15 16:57:17.984526,29,F,North,Premium,0
CUST01801,2024-07-01 16:57:17.984529,44,M,North,Basic,0
CUST01802,2024-06-12 16:57:17.984534,29,M,North,Standard,0
CUST01803,2024-04-07 16:57:17.984540,24,F,South,Standard,0
CUST01804,2024-06-14 16:57:17.984549,34,F,North,Premium,0
CUST01805,2024-10-16 16:57:17.984556,33,M,West,Basic,0
CUST01806,2023-12-12 16:57:17.984562,42,M,East,Premium,0
CUST01807,2024-06-20 16:57:17.984568,47,F,North,Standard,0
CUST01808,2025-04-12 16:57:17.984575,44,M,North,Standard,0
CUST01809,2023-10-22 16:57:17.984581,55,M,South,Basic,0
CUST01810,2023-07-14 16:57:17.984587,68,M,East,Basic,0
CUST01811,2024-03-21 16:57:17.984594,46,M,South,Premium,0
CUST01812,2024-04-24 16:57:17.984600,52,M,South,Basic,0
CUST01813,2024-03-04 16:57:17.984606,53,F,North,Premium,0
CUST01814,2024-01-22 16:57:17.984613,57,F,South,Premium,0
CUST01815,2025-03-11 16:57:17.984619,48,F,East,Basic,0
CUST01816,2024-04-17 16:57:17.984623,40,M,East,Premium,0
CUST01817,2024-11-27 16:57:17.984627,65,M,East,Premium,0
CUST01818,2024-04-02 16:57:17.984633,62,M,South,Basic,0
CUST01819,2023-10-20 16:57:17.984636,35,F,South,Basic,0
CUST01820,2023-12-12 16:57:17.984640,69,F,East,Basic,0
CUST01821,2024-08-17 16:57:17.984644,66,F,East,Premium,0
CUST01822,2023-07-03 16:57:17.984648,38,F,South,Standard,0
CUST01823,2023-09-06 16:57:17.984652,39,M,South,Basic,0
CUST01824,2025-05-09 16:57:17.984663,56,F,North,Premium,0
CUST01825,2023-06-23 16:57:17.984669,29,F,West,Standard,0
CUST01826,2023-11-07 16:57:17.984676,23,M,North,Basic,1
CUST01827,2024-02-11 16:57:17.984683,61,M,East,Standard,0
CUST01828,2023-09-04 16:57:17.984689,40,F,South,Basic,0
CUST01829,2025-05-03 16:57:17.984696,25,F,East,Premium,0
CUST01830,2024-02-11 16:57:17.984702,18,M,North,Standard,0
CUST01831,2023-06-15 16:57:17.984708,63,F,South,Premium,0
CUST01832,2023-08-22 16:57:17.984714,58,F,South,Premium,0
CUST01833,2023-12-23 16:57:17.984720,41,M,East,Standard,0
CUST01834,2023-05-22 16:57:17.984726,63,M,North,Premium,0
CUST01835,2023-07-28 16:57:17.984733,43,M,East,Basic,1
CUST01836,2023-12-16 16:57:17.984740,49,M,South,Basic,0
CUST01837,2023-10-10 16:57:17.984747,61,M,North,Basic,0
CUST01838,2024-12-31 16:57:17.984753,65,M,South,Standard,0
CUST01839,2023-10-06 16:57:17.984758,32,F,South,Basic,0
CUST01840,2025-04-18 16:57:17.984763,62,F,West,Premium,0
CUST01841,2024-02-29 16:57:17.984781,59,M,East,Standard,0
CUST01842,2024-03-21 16:57:17.984790,35,M,West,Standard,0
CUST01843,2024-05-06 16:57:17.984798,51,M,South,Premium,0
CUST01844,2024-07-31 16:57:17.984804,44,F,East,Premium,0
CUST01845,2024-04-05 16:57:17.984810,30,F,North,Basic,1
CUST01846,2025-04-16 16:57:17.984816,65,M,West,Premium,0
CUST01847,2024-08-29 16:57:17.984823,30,M,East,Standard,0
CUST01848,2025-03-08 16:57:17.984829,58,M,North,Standard,0
CUST01849,2024-02-24 16:57:17.984835,69,M,East,Standard,0
CUST01850,2024-08-31 16:57:17.984844,24,F,South,Standard,0
CUST01851,2025-03-17 16:57:17.984851,70,F,South,Premium,0
CUST01852,2023-09-05 16:57:17.984858,57,F,North,Basic,0
CUST01853,2024-02-09 16:57:17.984864,55,M,North,Premium,0
CUST01854,2025-04-07 16:57:17.984870,42,F,North,Premium,1
CUST01855,2025-03-09 16:57:17.984877,69,F,North,Standard,0
CUST01856,2023-08-25 16:57:17.984883,58,F,North,Premium,0
CUST01857,2023-06-18 16:57:17.984888,21,M,East,Standard,0
CUST01858,2024-03-26 16:57:17.984894,24,F,South,Basic,0
CUST01859,2023-07-06 16:57:17.984901,57,M,West,Standard,0
CUST01860,2024-01-22 16:57:17.984907,68,F,North,Standard,0
CUST01861,2023-07-15 16:57:17.984914,61,M,West,Basic,0
CUST01862,2024-06-09 16:57:17.984920,55,M,North,Premium,0
CUST01863,2025-04-29 16:57:17.984928,56,M,South,Basic,0
CUST01864,2025-01-02 16:57:17.984935,58,F,East,Standard,0
CUST01865,2024-01-05 16:57:17.984941,64,F,South,Premium,0
CUST01866,2024-12-22 16:57:17.984948,69,M,North,Premium,0
CUST01867,2024-06-26 16:57:17.984953,55,F,East,Standard,0
CUST01868,2023-09-22 16:57:17.984959,52,M,South,Standard,0
CUST01869,2024-06-29 16:57:17.984965,56,F,East,Standard,0
CUST01870,2025-05-03 16:57:17.984972,51,M,North,Premium,0
CUST01871,2023-12-09 16:57:17.984978,70,M,West,Standard,0
CUST01872,2024-10-23 16:57:17.984984,30,M,North,Standard,0
CUST01873,2024-10-30 16:57:17.984991,60,F,West,Basic,0
CUST01874,2023-06-02 16:57:17.984997,39,F,East,Standard,0
CUST01875,2024-06-09 16:57:17.985004,28,M,West,Premium,0
CUST01876,2023-12-21 16:57:17.985010,32,M,South,Basic,0
CUST01877,2024-09-18 16:57:17.985016,47,M,South,Standard,0
CUST01878,2024-06-06 16:57:17.985022,69,F,South,Standard,0
CUST01879,2024-11-04 16:57:17.985029,70,M,East,Premium,0
CUST01880,2025-02-25 16:57:17.985035,40,M,North,Premium,0
CUST01881,2024-07-18 16:57:17.985039,46,M,East,Premium,0
CUST01882,2025-04-11 16:57:17.985046,30,M,East,Premium,0
CUST01883,2024-09-29 16:57:17.985049,34,M,East,Basic,1
CUST01884,2024-09-02 16:57:17.985053,29,M,North,Premium,0
CUST01885,2024-08-16 16:57:17.985057,24,M,South,Standard,0
CUST01886,2023-07-11 16:57:17.985061,68,M,East,Premium,0
CUST01887,2024-07-03 16:57:17.985064,47,M,East,Standard,1
CUST01888,2023-07-05 16:57:17.985068,28,F,North,Premium,0
